"HDR","SC","2478918","9207129","2016-03-09","DAD","","0002972987","-157.80","-23.67","-181.47","END"
"ITM","935593","615MF PDL F CONNECTOR THRU MODULE 75OHM","2296501","0","EA","-12","6.90","3.45","-6.21","-41.40","END"
"ITM","934616","JACK RJ45 CAT6 619MD PDL","2296501","0","EA","-12","19.40","9.70","-17.46","-116.40","END"
"HDR","SI","2478918","3078232","2016-03-02","DAD","","0002960876","157.80","23.67","181.47","END"
"ITM","935593","615MF PDL F CONNECTOR THRU MODULE 75OHM","2281306","0","EA","12","6.90","3.45","6.21","41.40","END"
"ITM","934616","JACK RJ45 CAT6 619MD PDL","2281306","0","EA","12","19.40","9.70","17.46","116.40","END"
